Cores;Input.Size;Time.Sorting;Time.Splitting;Time.Merging;Time.MALMS;Workpakets
8;100;0.000401;0.000632;0.000644;0.002328;40
8;100;0.00051;0.000463;0.000347;0.002013;40
8;100;0.000654;0.00042;0.000494;0.002215;40
8;100;0.000532;0.000485;0.000457;0.002119;40
8;100;0.000339;0.000357;0.00036;0.001768;40
8;100;0.000476;0.000366;0.000544;0.002031;40
8;100;0.000652;0.000334;0.000364;0.00202;40
8;100;0.000442;0.000398;0.000667;0.002163;40
8;100;0.000542;0.000578;0.000556;0.002336;40
8;100;0.000514;0.00039;0.00036;0.001919;40
8;100;0.000292;0.000447;0.000504;0.001892;40
8;100;0.000365;0.000511;0.000536;0.002079;40
8;100;0.000599;0.000506;0.000553;0.002318;40
8;100;0.000628;0.000349;0.000413;0.002097;40
8;100;0.000542;0.000409;0.000513;0.002168;40
8;100;0.000417;0.000349;0.000549;0.001967;40
8;100;0.000568;0.000417;0.000323;0.002005;40
8;100;0.000685;0.00041;0.00053;0.00228;40
8;100;0.000549;0.000455;0.000469;0.002127;40
8;100;0.000709;0.00041;0.000377;0.002176;40
8;100;0.000435;0.000482;0.000467;0.002068;40
8;100;0.000579;0.000407;0.000373;0.00202;40
8;100;0.000523;0.000515;0.000589;0.002291;40
8;100;0.000498;0.000543;0.000497;0.002194;40
8;100;0.000247;0.000404;0.000445;0.001753;40
8;100;0.000532;0.000346;0.000405;0.001948;40
8;100;0.000353;0.000485;0.000441;0.001935;40
8;100;0.000625;0.00037;0.000487;0.00213;40
8;100;0.000456;0.000425;0.000471;0.002065;40
8;100;0.000499;0.000401;0.00039;0.001959;40
8;100;0.000688;0.000573;0.0004;0.002312;40
8;100;0.000525;0.000523;0.00056;0.002287;40
8;100;0.000401;0.000504;0.000388;0.001995;40
8;100;0.000347;0.000526;0.000513;0.00206;40
8;100;0.000449;0.000533;0.000585;0.002237;40
8;100;0.000532;0.000474;0.000607;0.002268;48
8;100;0.000515;0.000465;0.000605;0.002238;48
8;100;0.000283;0.000434;0.000595;0.001986;48
8;100;0.000686;0.000367;0.000492;0.00224;48
8;100;0.00056;0.000436;0.000374;0.002106;48
8;100;0.00055;0.000436;0.000457;0.002123;48
8;100;0.000379;0.000474;0.000525;0.002055;48
8;100;0.000523;0.000375;0.000536;0.002143;48
8;100;0.000324;0.000444;0.000539;0.001976;48
8;100;0.000339;0.00047;0.000427;0.001885;48
8;100;0.000322;0.000609;0.00058;0.002179;48
8;100;0.000822;0.000408;0.000642;0.002527;48
8;100;0.000827;0.000479;0.000446;0.002413;48
8;100;0.000595;0.000424;0.000628;0.002324;48
8;100;0.000746;0.000402;0.000723;0.002521;48
8;100;0.000621;0.000511;0.000777;0.002577;48
8;100;0.000516;0.000376;0.000718;0.002259;48
8;100;0.000546;0.000435;0.000668;0.002298;48
8;100;0.000765;0.000578;0.000596;0.0026;48
8;100;0.000309;0.000586;0.000618;0.002172;48
8;100;0.000493;0.000441;0.00041;0.001996;48
8;100;0.000857;0.000502;0.000462;0.0025;48
8;100;0.000568;0.000624;0.000501;0.002407;48
8;100;0.000502;0.000481;0.000638;0.002277;48
8;100;0.000638;0.000393;0.000431;0.002163;48
8;100;0.000478;0.000458;0.000388;0.00197;48
8;100;0.00026;0.000552;0.000463;0.001932;48
8;100;0.000396;0.000523;0.000432;0.00201;48
8;100;0.000521;0.000432;0.000451;0.002064;48
8;100;0.00078;0.000474;0.000682;0.002574;48
8;100;0.00049;0.000391;0.00054;0.002071;48
8;100;0.000736;0.0007;0.00073;0.002861;48
8;100;0.000778;0.00045;0.000485;0.002387;48
8;100;0.000608;0.000484;0.000349;0.002087;48
8;100;0.000524;0.000445;0.000547;0.002172;48
8;100;0.000775;0.000487;0.000505;0.002437;48
8;100;0.000699;0.000409;0.000444;0.002265;48
8;100;0.000558;0.000454;0.000711;0.002424;48
8;100;0.000451;0.000494;0.000452;0.002081;48
8;100;0.000534;0.000397;0.00067;0.002255;48
8;100;0.00068;0.000474;0.000433;0.002245;48
8;100;0.000585;0.000414;0.000604;0.002296;48
8;100;0.000466;0.00046;0.000649;0.002282;48
8;100;0.000796;0.000527;0.000434;0.002437;48
8;100;0.000338;0.000442;0.000737;0.002177;48
8;100;0.000701;0.00069;0.000519;0.002561;48
8;100;0.000451;0.000681;0.000599;0.002393;48
8;100;0.000693;0.000364;0.000561;0.002277;48
8;100;0.000431;0.000415;0.000459;0.001954;48
8;100;0.000783;0.000414;0.000558;0.002405;48
8;100;0.000711;0.000479;0.000582;0.00244;56
8;100;0.000394;0.000539;0.000718;0.00235;56
8;100;0.001017;0.000638;0.000672;0.002981;56
8;100;0.000912;0.000505;0.000704;0.002807;56
8;100;0.000595;0.000606;0.000655;0.00251;56
8;100;0.000481;0.000594;0.000654;0.00238;56
8;100;0.000368;0.000495;0.000679;0.002231;56
8;100;0.000877;0.000646;0.000767;0.003035;56
8;100;0.000519;0.00068;0.000885;0.002762;56
8;100;0.000584;0.000562;0.000712;0.002546;56
8;100;0.000724;0.000573;0.000638;0.002672;56
8;100;0.000712;0.000692;0.0004;0.002468;56
8;100;0.000716;0.000675;0.00072;0.002791;56
8;100;0.000516;0.000643;0.000614;0.002464;56
8;100;0.000459;0.000564;0.000515;0.002187;56
8;100;0.000571;0.00062;0.000543;0.002395;56
8;100;0.000769;0.000484;0.000621;0.002525;56
8;100;0.000373;0.000546;0.000657;0.002237;56
8;100;0.000877;0.000627;0.00063;0.002801;56
8;100;0.000383;0.000512;0.000773;0.002361;56
8;100;0.000437;0.000641;0.000661;0.002411;56
8;100;0.000833;0.000565;0.000486;0.002564;56
8;100;0.000613;0.000646;0.000607;0.002585;56
8;100;0.000739;0.000601;0.000445;0.00244;56
8;100;0.000961;0.000536;0.00043;0.002602;56
8;100;0.000481;0.000515;0.000529;0.002231;56
8;100;0.000778;0.000531;0.000688;0.002672;56
8;100;0.000754;0.000492;0.0007;0.002616;56
8;100;0.000629;0.000531;0.000619;0.00244;56
8;100;0.000955;0.000502;0.000594;0.0027;56
8;100;0.00049;0.000736;0.000652;0.002567;56
8;100;0.000372;0.00067;0.000758;0.002483;56
8;100;0.000472;0.00053;0.000579;0.002276;56
8;100;0.000716;0.000607;0.000357;0.002427;56
8;100;0.000627;0.000628;0.000558;0.002532;56
8;100;0.000673;0.000482;0.000623;0.002446;56
8;100;0.000671;0.000625;0.000731;0.002715;56
8;100;0.000442;0.000578;0.00037;0.002063;56
8;100;0.000691;0.000447;0.000676;0.002512;56
8;100;0.000492;0.000504;0.000585;0.002249;56
8;100;0.000401;0.000515;0.000587;0.002181;56
8;100;0.000507;0.000542;0.000509;0.002215;56
8;100;0.000814;0.000526;0.000703;0.002702;56
8;100;0.000684;0.000436;0.00075;0.002544;56
8;100;0.000512;0.000556;0.000778;0.002558;56
8;100;0.000733;0.000521;0.000328;0.00226;56
8;100;0.000702;0.000555;0.000569;0.002506;56
8;100;0.000452;0.000573;0.000465;0.002183;56
8;100;0.000455;0.000556;0.00058;0.00225;56
8;100;0.000808;0.000622;0.000669;0.002782;56
8;100;0.001065;0.000555;0.00069;0.003061;64
8;100;0.000541;0.000671;0.000874;0.002771;64
8;100;0.000596;0.000677;0.00085;0.002811;64
8;100;0.000947;0.000591;0.000639;0.002857;64
8;100;0.000643;0.000609;0.000902;0.002814;64
8;100;0.000648;0.000546;0.000877;0.002728;64
8;100;0.000918;0.000716;0.000618;0.002918;64
8;100;0.000751;0.000632;0.000922;0.002986;64
8;100;0.000511;0.000612;0.000816;0.002614;64
8;100;0.000644;0.00082;0.000484;0.00263;64
8;100;0.000932;0.000565;0.000607;0.002766;64
8;100;0.000686;0.000591;0.000615;0.002555;64
8;100;0.000383;0.000615;0.000641;0.002343;64
8;100;0.000946;0.000677;0.000498;0.002783;64
8;100;0.000799;0.000644;0.000695;0.002819;64
8;100;0.000357;0.000564;0.000606;0.002214;64
8;100;0.000846;0.000548;0.00068;0.002747;64
8;100;0.000642;0.000645;0.000588;0.002592;64
8;100;0.000598;0.000658;0.000685;0.002611;64
8;100;0.001089;0.000625;0.000806;0.003188;64
8;100;0.000731;0.000583;0.000583;0.002581;64
8;100;0.000498;0.000604;0.000459;0.00223;64
8;100;0.000589;0.000625;0.000649;0.002527;64
8;100;0.000776;0.000898;0.000804;0.003135;64
8;100;0.000885;0.000605;0.000619;0.002764;64
8;100;0.000774;0.000611;0.000818;0.002915;64
8;100;0.000697;0.000762;0.000714;0.002861;64
8;100;0.000864;0.000651;0.000667;0.002868;64
8;100;0.000547;0.000631;0.000498;0.002361;64
8;100;0.000903;0.000694;0.000419;0.002718;64
8;100;0.000703;0.000675;0.000468;0.002534;64
8;100;0.00075;0.000655;0.00068;0.002785;64
8;100;0.000631;0.000634;0.000946;0.002911;64
8;100;0.000833;0.000793;0.000702;0.003008;64
8;100;0.000551;0.000617;0.000497;0.002343;64
8;100;0.000528;0.000677;0.000451;0.002328;64
8;100;0.000879;0.00054;0.001014;0.003099;64
8;100;0.000706;0.000566;0.000547;0.002493;64
8;100;0.000833;0.000626;0.000812;0.002941;64
8;100;0.0007;0.000491;0.000529;0.002373;64
8;100;0.000828;0.000551;0.001057;0.003121;64
8;100;0.00092;0.000532;0.000656;0.002811;64
8;100;0.000891;0.000592;0.000712;0.002849;64
8;100;0.00084;0.000598;0.000938;0.003041;64
8;100;0.000922;0.000629;0.000693;0.002934;64
8;100;0.00117;0.00059;0.000915;0.003319;64
8;100;0.000676;0.000561;0.000689;0.002622;64
8;100;0.000856;0.000587;0.001;0.003208;64
8;100;0.000508;0.000682;0.0007;0.002567;64
8;100;0.00051;0.000583;0.00082;0.002577;64
8;100;0.000948;0.000757;0.000559;0.002922;72
8;100;0.000874;0.000688;0.000724;0.002955;72
8;100;0.000847;0.000625;0.000788;0.002925;72
8;100;0.000692;0.000883;0.00068;0.002985;72
8;100;0.000682;0.000645;0.000342;0.002421;72
8;100;0.000734;0.000703;0.000539;0.002657;72
8;100;0.00118;0.000628;0.00069;0.003215;72
8;100;0.000733;0.00067;0.000936;0.003013;72
8;100;0.000774;0.000714;0.000585;0.00275;72
8;100;0.000965;0.000776;0.000889;0.005755;72
8;100;0.000818;0.000612;0.000653;0.002793;72
8;100;0.001014;0.000591;0.000542;0.002824;72
8;100;0.000675;0.000687;0.000746;0.002813;72
8;100;0.000813;0.000737;0.000823;0.003052;72
8;100;0.000652;0.000735;0.000844;0.002904;72
8;100;0.000875;0.000619;0.000769;0.002959;72
8;100;0.000688;0.000733;0.000787;0.002861;72
8;100;0.001017;0.000683;0.000797;0.003161;72
8;100;0.000831;0.000738;0.000648;0.002913;72
8;100;0.000877;0.000626;0.000726;0.002932;72
8;100;0.000714;0.000741;0.001104;0.003252;72
8;100;0.000685;0.000723;0.000821;0.002909;72
8;100;0.000923;0.000727;0.000402;0.002723;72
8;100;0.000713;0.000642;0.000901;0.00292;72
8;100;0.00083;0.000628;0.000625;0.002825;72
8;100;0.000467;0.000689;0.00058;0.002394;72
8;100;0.000688;0.000619;0.000435;0.002428;72
8;100;0.00078;0.000619;0.000465;0.002573;72
8;100;0.000887;0.000633;0.000828;0.003;72
8;100;0.000898;0.000643;0.000611;0.002823;72
8;100;0.000796;0.000739;0.000751;0.002961;72
8;100;0.000611;0.000675;0.000451;0.002407;72
8;100;0.001108;0.0006;0.000819;0.003188;72
8;100;0.001046;0.000656;0.000821;0.003207;72
8;100;0.001041;0.001096;0.000541;0.003338;72
8;100;0.000911;0.000795;0.000535;0.002931;72
8;100;0.000851;0.000704;0.000619;0.002863;72
8;100;0.000591;0.000688;0.001075;0.003019;72
8;100;0.0011;0.000673;0.00082;0.003317;72
8;100;0.001083;0.000809;0.000735;0.003294;72
8;100;0.000867;0.000641;0.000533;0.002763;72
8;100;0.000644;0.000627;0.000474;0.002422;72
8;100;0.000598;0.000609;0.000942;0.002817;72
8;100;0.000705;0.000618;0.000799;0.002785;72
8;100;0.000472;0.000621;0.000953;0.00272;72
8;100;0.000685;0.000752;0.000653;0.002768;72
8;100;0.000847;0.000669;0.000916;0.003081;72
8;100;0.000577;0.000693;0.000897;0.002892;72
8;100;0.000739;0.000618;0.000384;0.00246;72
8;100;0.00086;0.000667;0.000728;0.002928;72
8;100;0.001074;0.000824;0.00079;0.00337;80
8;100;0.000798;0.000723;0.000602;0.002816;80
8;100;0.000949;0.001052;0.000812;0.003483;80
8;100;0.001125;0.000751;0.000521;0.003069;80
8;100;0.001028;0.000746;0.000787;0.003237;80
8;100;0.00071;0.000872;0.000609;0.002867;80
8;100;0.001064;0.000676;0.000771;0.003224;80
8;100;0.000616;0.000746;0.000883;0.002908;80
8;100;0.001154;0.000811;0.000716;0.003356;80
8;100;0.000638;0.000733;0.000719;0.002829;80
8;100;0.000752;0.000726;0.000812;0.002984;80
8;100;0.001019;0.000799;0.0011;0.003627;80
8;100;0.000985;0.000809;0.001024;0.003526;80
8;100;0.000876;0.00075;0.000897;0.003211;80
8;100;0.000842;0.00076;0.000462;0.002737;80
8;100;0.000833;0.000675;0.000891;0.003072;80
8;100;0.000816;0.000672;0.00075;0.002924;80
8;100;0.000835;0.000719;0.001033;0.003301;80
8;100;0.001073;0.000712;0.000957;0.003421;80
8;100;0.000919;0.000757;0.000855;0.003272;80
8;100;0.0012;0.000773;0.000401;0.003071;80
8;100;0.001005;0.000676;0.000661;0.00301;80
8;100;0.000883;0.000736;0.00118;0.003517;80
8;100;0.000946;0.000803;0.000834;0.003305;80
8;100;0.000976;0.000788;0.000568;0.003006;80
8;100;0.001077;0.000805;0.000516;0.003105;80
8;100;0.000865;0.000755;0.000804;0.003137;80
8;100;0.001054;0.000789;0.000592;0.003118;80
8;100;0.00125;0.000765;0.000882;0.003563;80
8;100;0.000813;0.00074;0.000785;0.003016;80
8;100;0.000861;0.000642;0.000582;0.002755;80
8;100;0.001072;0.000721;0.00071;0.003209;80
8;100;0.000601;0.000898;0.000758;0.002935;80
8;100;0.00119;0.000865;0.000863;0.003588;80
8;100;0.000847;0.000791;0.000647;0.002967;80
8;100;0.001068;0.000768;0.00084;0.003357;80
8;100;0.000753;0.000688;0.000597;0.002749;80
8;100;0.001178;0.000812;0.000723;0.003397;80
8;100;0.000758;0.000899;0.000842;0.003174;80
8;100;0.000487;0.000834;0.001013;0.003041;80
8;100;0.001257;0.000768;0.000583;0.003278;80
8;100;0.001073;0.000735;0.000729;0.003212;80
8;100;0.001043;0.000781;0.000908;0.00343;80
8;100;0.001241;0.00076;0.00087;0.003553;80
8;100;0.000866;0.000707;0.000602;0.002842;80
8;100;0.00125;0.00077;0.000805;0.003495;80
8;100;0.000837;0.000641;0.000478;0.002623;80
8;100;0.001191;0.000738;0.000446;0.003041;80
8;100;0.000905;0.000742;0.000772;0.003118;80
8;100;0.000846;0.000775;0.000684;0.002993;80
8;100;0.000901;0.000993;0.000395;0.003058;88
8;100;0.000772;0.000936;0.00075;0.003181;88
8;100;0.000833;0.000884;0.00062;0.003007;88
8;100;0.000909;0.000865;0.000806;0.003238;88
8;100;0.000825;0.000926;0.000648;0.003113;88
8;100;0.001086;0.000857;0.001059;0.003721;88
8;100;0.001051;0.001043;0.001002;0.003797;88
8;100;0.000891;0.000921;0.000497;0.003054;88
8;100;0.000712;0.000986;0.000933;0.003354;88
8;100;0.000773;0.000918;0.000535;0.002938;88
8;100;0.001174;0.000921;0.000837;0.00362;88
8;100;0.000969;0.000966;0.00106;0.00367;88
8;100;0.001064;0.000888;0.000815;0.003481;88
8;100;0.000912;0.000945;0.00125;0.003777;88
8;100;0.000553;0.000939;0.00079;0.002949;88
8;100;0.001053;0.000895;0.000797;0.003429;88
8;100;0.00118;0.000927;0.001096;0.003918;88
8;100;0.001134;0.00102;0.000755;0.003617;88
8;100;0.000649;0.000936;0.000999;0.00326;88
8;100;0.000937;0.000951;0.000843;0.0034;88
8;100;0.001138;0.001098;0.001153;0.004063;88
8;100;0.00121;0.001094;0.000846;0.003874;88
8;100;0.000979;0.000934;0.000543;0.003159;88
8;100;0.00089;0.000969;0.000921;0.003458;88
8;100;0.000846;0.001302;0.000971;0.003814;88
8;100;0.001025;0.000938;0.000621;0.003268;88
8;100;0.000784;0.002733;0.001102;0.005357;88
8;100;0.001018;0.001085;0.00077;0.003634;88
8;100;0.000776;0.000874;0.001006;0.003353;88
8;100;0.000854;0.000912;0.000959;0.00342;88
8;100;0.001298;0.0009;0.000686;0.003551;88
